Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
41203186;Radioterapia Rotatória com acelerador linear só com fótons - por volume tratado e por dia;13/02/2009;;15/10/2010
41203194;Radioterapia Rotatória com unidade de cobalto - por volume tratado e por dia;13/02/2009;;15/10/2010
41203208;Sangues e derivados (por unidade);10/10/2012;;31/08/2014
41204018;Colimação individual - 1 por incidência planejada;13/02/2009;;15/10/2010
41204026;Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte;13/02/2009;;15/10/2010
41204034;Planejamento de tratamento computadorizado - 1 por volume tratado;13/02/2009;;15/10/2010
41204042;Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado;13/02/2009;;15/10/2010
41204050;Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado;13/02/2009;;15/10/2010
41204069;Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado;13/02/2009;;15/10/2010
41204077;Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado;13/02/2009;;15/10/2010
41204085;Simulação de tratamento simples (sem tomografia computadorizada) - 1 por volume tratado;13/02/2009;;15/10/2010
41204093;Sistemas de imobilização - cabeça (máscaras) ou membros - 1 por tratamento;13/02/2009;;15/10/2010
41204107;Sistemas de imobilização - tórax, abdome ou pélvis - 1 por tratamento;13/02/2009;;15/10/2010
41205014;Braquiterapia endoluminal de alta taxa de dose (BATD) - por inserção;13/02/2009;;15/10/2010
41205022;Braquiterapia endoluminal de baixa taxa de dose (BBTD) - por inserção;13/02/2009;;15/10/2010
41205030;Braquiterapia intersticial de alta taxa de dose (BATD) - por inserção;13/02/2009;;15/10/2010
41205049;Braquiterapia intersticial de baixa taxa de dose (BBTD) - com Césio - por inserção;13/02/2009;;15/10/2010
41205057;Braquiterapia intersticial de baixa taxa de dose (BBTD) permanente de próstata - por tratamento;13/02/2009;;15/10/2010
41205065;Braquiterapia intersticial de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento;13/02/2009;;15/10/2010
41205073;Braquiterapia intracavitária de alta taxa de dose (BATD) - por inserção;13/02/2009;;15/10/2010
41205081;Braquiterapia intracavitária de baixa taxa de dose (BBTD) com Césio - por inserção;13/02/2009;;15/10/2010
41205090;Braquiterapia oftálmica de baixa taxa de dose (BBTD) - por inserção;13/02/2009;;15/10/2010
41205103;Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com Césio - por inserção;13/02/2009;;15/10/2010
41205111;Braquiterapia por moldagem ou contato de baixa taxa de dose (BBTD) com ouro, irídio ou iodo - por tratamento;13/02/2009;;15/10/2010
41205120;Braquiterapia por moldagem ou contato, de alta taxa de dose (BATD) - por inserção;13/02/2009;;15/10/2010
41206010;Filme de verificação (cheque-filme) de braquiterapia - 2 por inserção - filme à parte;13/02/2009;;15/10/2010
41206029;Colocação ou retirada da placa oftálmica - 1 colocação e 1 retirada por tratamento;13/02/2009;;15/10/2010
41206037;Colocação ou retirada dos cateteres - 1 colocação e 1 retirada por inserção;13/02/2009;;15/10/2010
41206045;Planejamento computadorizado de braquiterapia - 1 por inserção;13/02/2009;;15/10/2010
41206053;Planejamento computadorizado tridimensional de braquiterapia - 1 por inserção;13/02/2009;;15/10/2010
41206061;Planejamento não-computadorizado de braquiterapia - 1 por inserção;13/02/2009;;15/10/2010
41206070;Simulação de braquiterapia - 1 por inserção;13/02/2009;;15/10/2010
41301013;Angiofluoresceinografia - monocular;13/02/2009;;15/10/2010
41301021;Angiografia com indocianina verde - monocular;13/02/2009;;15/10/2010
41301030;Avaliação órbito-palpebral-exoftalmometria - binocular;13/02/2009;;15/10/2010
41301048;Bioimpedanciometria (ambulatorial) exame;13/02/2009;;15/10/2010
41301056;Biópsia do vilo corial;13/02/2009;;15/10/2010
41301064;Calorimetria indireta (ambulatorial) exame;13/02/2009;;15/10/2010
41301072;Campimetria manual - monocular;13/02/2009;;15/10/2010
41301080;Ceratoscopia computadorizada - monocular;13/02/2009;;15/10/2010
41301099;Coleta de material cérvico-vaginal;13/02/2009;;15/10/2010
41301102;Colposcopia (cérvice uterina e vagina);13/02/2009;;15/10/2010
41301110;Cordocentese;13/02/2009;;15/10/2010
41301129;Curva tensional diária - binocular;13/02/2009;;15/10/2010
41301137;Dermatoscopia (por lesão);13/02/2009;;15/10/2010
41301145;Ereção fármaco-induzida;13/02/2009;;15/10/2010
41301153;Estéreo-foto de papila - monocular;13/02/2009;;15/10/2010
41301161;Estesiometria (por membro);13/02/2009;;15/10/2010
41301170;Avaliação de vias lacrimais (Teste de Schirmer) - monocular;13/02/2009;;15/10/2010
41301188;Exame a fresco do conteúdo vaginal e cervical;13/02/2009;;15/10/2010
41301200;Exame de motilidade ocular (teste ortóptico) - binocular;13/02/2009;;15/10/2010
41301218;Exame micológico - cultura e identificação de colônia;13/02/2009;;15/10/2010
41301226;Exame micológico direto (por local);13/02/2009;;15/10/2010
41301234;Fotodermatoscopia (por lesão);13/02/2009;;15/10/2010
41301242;Gonioscopia - binocular;13/02/2009;;15/10/2010
41301250;Mapeamento de retina (oftalmoscopia indireta) - monocular;13/02/2009;;15/10/2010
41301269;Microscopia especular de córnea - monocular;13/02/2009;;15/10/2010
41301277;Oftalmodinamometria - monocular;13/02/2009;;15/10/2010
41301285;Peniscopia (inclui bolsa escrotal);13/02/2009;;15/10/2010
41301307;Potencial de acuidade visual - monocular;13/02/2009;;15/10/2010
41301315;Retinografia (só honorário) monocular;13/02/2009;;15/10/2010
41301323;Tonometria - binocular;13/02/2009;;15/10/2010
41301331;Tricograma;13/02/2009;;15/10/2010
41301340;Urodinâmica completa;13/02/2009;;15/10/2010
41301358;Urofluxometria;13/02/2009;;15/10/2010
41301366;Visão subnormal - monocular;13/02/2009;;15/10/2010
41301374;Vulvoscopia (vulva e períneo);13/02/2009;;15/10/2010
41301382;Capilaroscopia periungueal;13/02/2009;;15/10/2010
41301390;Coleta de raspado dérmico em lesões e sítios específicos para baciloscopia (por sítio);13/02/2009;;15/10/2010
41301404;Avaliação da função muscular por movimento manual (por membro);13/02/2009;;15/10/2010
41301412;Calorimetria direta;13/02/2009;;15/10/2010
41301420;Biomicroscopia de fundo;13/02/2009;;15/10/2010
41301439;Fundoscopia sob medríases - binocular;13/02/2009;;15/10/2010
41301447;Glare (BAT) - binocular;13/02/2009;;15/10/2010
41301455;Olfatometria;13/02/2009;;15/10/2010
41301463;Triagem auditiva neonatal/infantil;13/02/2009;;15/10/2010
41301471;Teste do reflexo vermelho em recém nato (teste do olhinho);09/09/2010;;15/10/2010
41301480;Ceratoscopia computadorizada da córnea por orbscan, olho;10/10/2012;;31/08/2014
41301498;Exame neuro oftalmlógico;10/10/2012;;31/08/2014
41301510;Topografia do disco óptico - HRT - binocular;10/10/2012;;31/08/2014
41301528;Cauterização de alta frequência em sistema genital e reprodutor feminino;10/10/2012;;31/08/2014
41301536;Colposcopia anal;10/10/2012;;31/08/2014
41301544;Colposcopia por vídeo;10/10/2012;;31/08/2014
41301549;Campimetria blue-yellow (perimetria azul amarelo);10/10/2012;31/03/2016;31/08/2014
41301552;Vulvoscopia por vídeo;10/10/2012;;31/08/2014
41401018;Avaliação da função muscular (por movimento) com equipamento informatizado (isocinético);13/02/2009;;15/10/2010
41401026;Avaliação da função muscular (por movimento) com equipamento mecânico (dinamometria/módulos de cargas);13/02/2009;;15/10/2010
41401042;Prova de auto-rotação cefálica;13/02/2009;;15/10/2010
41401050;Prova de Lombard;13/02/2009;;15/10/2010
41401069;Provas imuno-alérgicas para bactérias (por antígeno);13/02/2009;;15/10/2010
41401077;Provas imuno-alérgicas para fungos (por antígeno);13/02/2009;;15/10/2010
41401085;Teste da histamina (duas áreas testadas);13/02/2009;;15/10/2010
41401093;Teste de adaptação patológica (tone decay test);13/02/2009;;15/10/2010
41401107;Teste de broncoprovocação;13/02/2009;;15/10/2010
41401115;Teste de caminhada de 6 minutos;13/02/2009;;15/10/2010
41401123;Teste de desempenho anaeróbico em laboratório (T. de Wingate);13/02/2009;;15/10/2010
41401131;Teste de equilíbrio peritoneal (PET);13/02/2009;;15/10/2010
41401140;Teste de exercício dos 4 segundos;13/02/2009;;15/10/2010
41401158;Teste de exercício em ergômetro   com  determinação  do lactato sanguíneo;13/02/2009;;15/10/2010
41401166;Teste de exercício em ergômetro com   realização  de gasometria arterial;13/02/2009;;15/10/2010
41401174;Teste de exercício em ergômetro com  monitorização  da frequência cardíaca;13/02/2009;;15/10/2010
41401182;Teste de exercício em ergômetro com  monitorização  do eletrocardiograma;13/02/2009;;15/10/2010
41401190;Teste de exercício em ergômetro com medida de gases expirados (teste cardiopulmonar de exercício) com qualquer ergômetro;13/02/2009;;15/10/2010
41401204;Teste de exercício em ergômetro com medida de gases expirados e eletrocardiograma;13/02/2009;;15/10/2010
41401212;Teste de glicerol (com audiometria tonal limiar pré e pós);13/02/2009;;15/10/2010
41401220;Teste de glicerol (com eletrococleografia pré e pós);13/02/2009;;15/10/2010
41401239;Teste de Hilger para paralisia facial;13/02/2009;;15/10/2010
41401247;Teste de Huhner;13/02/2009;;15/10/2010
41401255;Teste de Mitsuda;13/02/2009;;15/10/2010
41401263;Teste de prótese auditiva;13/02/2009;;15/10/2010
41401271;Teste de sensibilidade de contraste ou de cores - monocular;13/02/2009;;15/10/2010
41401280;Teste de SISI;13/02/2009;;15/10/2010
41401298;Teste para broncoespasmo de exercício;13/02/2009;;15/10/2010
41401301;Teste provocativo para glaucoma - binocular;13/02/2009;;15/10/2010
41401310;Testes aeróbicos em campo com determinação do lactato sanguíneo;13/02/2009;;15/10/2010
41401328;Testes aeróbicos em campo com medida de gases expirados;13/02/2009;;15/10/2010
41401336;Testes aeróbicos em campo com telemetria da frequência cardíaca;13/02/2009;;15/10/2010
41401344;Testes anaeróbicos em campo com determinação do lactato sanguíneo;13/02/2009;;15/10/2010
41401352;Testes anaeróbicos em campo sem determinação do lactato sanguíneo;13/02/2009;;15/10/2010
41401360;Testes cutâneo-alérgicos para alérgenos da poeira;13/02/2009;;15/10/2010
41401379;Testes cutâneo-alérgicos para alimentos;13/02/2009;;15/10/2010
41401387;Testes cutâneo-alérgicos para fungos;13/02/2009;;15/10/2010
41401395;Testes cutâneo-alérgicos para insetos hematófagos;13/02/2009;;15/10/2010
41401409;Testes cutâneo-alérgicos para pólens;13/02/2009;;15/10/2010
41401417;Testes de aptidão em laboratório (agilidade, equilíbrio, tempo de reação e coordenação);13/02/2009;;15/10/2010
41401425;Testes de contato - até 30 substâncias;13/02/2009;;15/10/2010
41401433;Testes de contato - por substância, acima de 30;13/02/2009;;15/10/2010
41401441;Testes de contato por fotossensibilização - até 30 substâncias;13/02/2009;;15/10/2010
41401450;Testes de contato por fotossensibilização - por substância, acima de 30;13/02/2009;;15/10/2010
41401468;Testes do desenvolvimento (escala de Denver e outras);13/02/2009;;15/10/2010
41401476;Testes vestibulares, com prova calórica, com eletronistagmografia;13/02/2009;;15/10/2010
41401484;Testes vestibulares, com prova calórica, sem eletronistagmografia;13/02/2009;;15/10/2010
41401492;Testes vestibulares, com vecto-eletronistagmografia;13/02/2009;;15/10/2010
41401514;Oximetria não invasiva;13/02/2009;;15/10/2010
41401522;Teste cutâneo-alérgicos para látex;13/02/2009;;15/10/2010
41401530;Teste cutâneo-alérgicos Epitelis de Animais;13/02/2009;;15/10/2010
41401549;Teste de monitorização contínua da glicose (TMCG);13/02/2009;;15/10/2010
41401557;Repertorização;13/02/2009;;15/10/2010
41401565;Teste de avaliação geriátrica global;13/02/2009;31/03/2016;15/10/2010
41401573;Estudo cito-alergológico (ECA);13/02/2009;;15/10/2010
41401581;Teste de Heald;13/02/2009;;15/10/2010
41401590;Teste de imagens;13/02/2009;;15/10/2010
41401603;Teste de Teller - binocular;13/02/2009;;15/10/2010
41401611;Teste de Wepmann;13/02/2009;;15/10/2010
41401620;Teste sensibilidade ao sal;13/02/2009;;15/10/2010
41401638;Teste suplementar de sensibilidade;13/02/2009;;15/10/2010
41401646;Testes cutâneos de contato (patch tests);13/02/2009;;15/10/2010
41401654;Teste de fluxo salivar;09/09/2010;;15/10/2010
41401662;"Teste de estimulação muscúlo-esquelética ""in vitro"" (mínimo seis)";09/09/2010;;15/10/2010
41401670;Teste de fibronectina fetal - indicador bioquímico para parto prematuro;10/10/2012;;31/08/2014
41401689;Metabolismo de repouso;10/10/2012;;31/08/2014
41401697;Estudo da halitose;10/10/2012;;31/08/2014
41401700;Teste de Wada;10/10/2012;;31/08/2014
41401719;Teste rápido para detecção da PAMG-1 para diagnóstico de ruptura de membranas fetais;26/05/2014;;31/08/2014
41401751;Teste de contato bateria cosméticos;01/01/2018;;31/03/2018
41401760;Teste de contato bateria regional;01/01/2018;;31/03/2018
41401778;Teste de contato bateria capilar;01/01/2018;;31/03/2018
41401786;Teste de contato bateria unhas;01/01/2018;;31/03/2018
41401794;Teste de contato bateria medicamentos/corticoides;01/01/2018;;31/03/2018
41401808;Teste de contato bateria agentes ocupacionais;01/01/2018;;31/03/2018
41501012;Biometria ultrassônica - monocular;13/02/2009;;15/10/2010
41501020;Cavernosometria;13/02/2009;;15/10/2010
41501047;Dopplermetria dos cordões espermáticos;13/02/2009;;15/10/2010
41501063;Investigação ultrassônica com registro gráfico (qualquer área);13/02/2009;;15/10/2010
41501071;Investigação ultrassônica com teste de stress e com registro gráfico;13/02/2009;;15/10/2010
41501080;Investigação ultrassônica com teste de stress e sem registro gráfico;13/02/2009;;15/10/2010
41501098;Investigação ultrassônica com teste de stress em esteira e com registro gráfico;13/02/2009;;15/10/2010
41501101;Investigação ultrassônica sem registro gráfico (qualquer área);13/02/2009;;15/10/2010
41501110;Medida de índice de artelhos com registro gráfico;13/02/2009;;15/10/2010
41501128;Paquimetria ultrassônica - monocular;13/02/2009;;15/10/2010
41501136;Termometria cutânea (por lateralidade: pescoço, membros, bolsa escrotal, por território peniano);13/02/2009;;15/10/2010
41501144;Tomografia de coerência óptica - monocular;13/02/2009;;15/10/2010
41501179;Fotopletismografia (venosa ou arterial) por lateralidade ou segmento;13/02/2009;;15/10/2010
41501187;Medida de pressão segmentar (nos quatro segmentos);13/02/2009;;15/10/2010
41501195;Pletismografia (qualquer tipo) por lateralidade ou território;13/02/2009;;15/10/2010
41501209;Medida de pressão hepática;13/02/2009;;15/10/2010
41501217;Injeção intracavernosa;13/02/2009;;15/10/2010
41501225;Oximetria arterial, perfil;13/02/2009;;15/10/2010
41501233;Oximetria venosa, perfil;13/02/2009;;15/10/2010
41501241;Perfil de pressão uretral;13/02/2009;;15/10/2010
41501250;Pressão intra abdominal urológica;13/02/2009;;15/10/2010
41501268;Pressão arterial peniana;09/09/2010;;15/10/2010
50000012;Sessão de psicomotricidade individual;10/10/2012;;31/08/2014
50000020;Sessão de psicomotricidade em grupo;10/10/2012;;31/08/2014
50000039;Sessão de ludoterapia individual;10/10/2012;;31/08/2014
50000047;Sessão de ludoterapia em grupo;10/10/2012;;31/08/2014
50000055;Consulta individual ambulatorial, em terapia ocupacional;10/10/2012;;31/08/2014
50000063;Consulta individual domiciliar, em terapia ocupacional;10/10/2012;;31/08/2014
50000071;Consulta individual hospitalar, em terapia ocupacional;10/10/2012;;31/08/2014
50000080;Sessão individual ambulatorial, em terapia ocupacional;10/10/2012;;31/08/2014
50000098;Sessão individual domiciliar, em terapia ocupacional;10/10/2012;;31/08/2014
50000101;Sessão individual hospitalar, em terapia ocupacional;10/10/2012;;31/08/2014
50000110;Sessão de terapia ocupacional familiar;10/10/2012;;31/08/2014
50000128;Sessão de terapia ocupacional em grupo;10/10/2012;;31/08/2014
50000136;Sessão de terapia ocupacional para treinamento órteses, próteses e adaptações;10/10/2012;;31/08/2014
50000144;Consulta ambulatorial em fisioterapia;10/10/2012;;31/08/2014
50000152;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de lesão do sistema nervoso central e/ou periférico;10/10/2012;31/03/2016;31/08/2014
50000160;Sessão para assistência fisioterapêutica ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;10/10/2012;31/12/2015;31/08/2014
50000160;Atendimento fisioterapêutico ambulatorial ao paciente com disfunção decorrente de alterações do sistema músculo-esquelético;01/01/2016;;31/03/2016
